Title,Speakers,Talk URL,Talk Thumbnail URL
Role of Palliative Care in times of Covid-19: Dr M R Rajagopal,[Dr M R Rajagopal],http://www.inktalks.com/discover/1051/role-of-palliative-care-in-times-of-covid-19-dr-m-r-rajagopal,https://inktalks-prod.s3.amazonaws.com/img/Rajagopal.jpg
Maintaining an ethical stand in clinical trials: Meena Dalal,[Meena Dalal],http://www.inktalks.com/discover/1050/maintaining-an-ethical-stand-in-clinical-trials-meena-dalal,https://inktalks-prod.s3.amazonaws.com/img/Meenal-Dalal.jpg
Impact of the pandemic on animals: Dr Pavan Kumar,[Dr Pavan Kumar],http://www.inktalks.com/discover/1049/impact-of-the-pandemic-on-animals-dr-pavan-kumar,https://inktalks-prod.s3.amazonaws.com/img/Pawan-Kumar.jpg
Awareness is the first step to safety : Dr Jagdish Chaturvedi,[Dr Jagdish Chaturvedi],http://www.inktalks.com/discover/1048/awareness-is-the-first-step-to-safety-dr-jagdish-chaturvedi,https://inktalks-prod.s3.amazonaws.com/img/Jagdish.jpg
Use your power responsibly: Ragini Dwivedi,[Ragini Dwivedi],http://www.inktalks.com/discover/1047/use-your-power-responsibly-ragini-dwivedi,https://inktalks-prod.s3.amazonaws.com/img/Ragini.jpg
Not physical distancing but social cohesion: Dr Giridhara Babu,[Dr Giridhara Babu],http://www.inktalks.com/discover/1045/not-physical-distancing-but-social-cohesion-dr-giridhara-babu,https://inktalks-prod.s3.amazonaws.com/img/Girdhar.jpg
What role can corporates play in the time of the pandemic? : Minol Ajekar,[Minol Ajekar],http://www.inktalks.com/discover/1044/what-role-can-corporates-play-in-the-time-of-the-pandemic-minol-ajekar,https://inktalks-prod.s3.amazonaws.com/img/Minol.jpg
How can Indian governance step up in the time of the pandemic? : Simar Suri,[Simar Suri],http://www.inktalks.com/discover/1043/how-can-indian-governance-step-up-in-the-time-of-the-pandemic-simar-suri,https://inktalks-prod.s3.amazonaws.com/img/Simran-puri.jpg
International trade relations in the face of the pandemic: Gitesh Agarwal,[Gitesh Agarwal],http://www.inktalks.com/discover/1042/international-trade-relations-in-the-face-of-the-pandemic-gitesh-agarwal,https://inktalks-prod.s3.amazonaws.com/img/Girish-Agarwal.jpg
Challenges of the health workers in a pandemic : Dr. Vijay Raju Krupesh,[Dr. Vijay Raju Krupesh],http://www.inktalks.com/discover/1040/challenges-of-the-health-workers-in-a-pandemic-dr-vijay-raju-krupesh,https://inktalks-prod.s3.amazonaws.com/img/Vijay.jpg
Innovating for Covid-19: Vaibhav Chhabra and Nitesh Jangir,['Vaibhav Chhabra'],http://www.inktalks.com/discover/1039/innovating-for-covid-19-vaibhav-chhabra-and-nitesh-jangir,https://inktalks-prod.s3.amazonaws.com/img/Image-7.jpg
Global perspectives on Covid-19: Juan Pablo Trujillo,[Juan Pablo Trujillo],http://www.inktalks.com/discover/1038/global-perspectives-on-covid-19-juan-pablo-trujillo,https://inktalks-prod.s3.amazonaws.com/img/Juan.jpg
Embracing renewable energy in post COVID-19 world: Balki Iyer,['Balki Iyer'],http://www.inktalks.com/discover/1037/embracing-renewable-energy-in-post-covid-19-world-balki-iyer,https://inktalks-prod.s3.amazonaws.com/img/Balki.jpg
India's medical preparedness to fight the COVID: Vishal Rao,[Vishal Rao],http://www.inktalks.com/discover/1036/india-s-medical-preparedness-to-fight-the-covid-vishal-rao,https://inktalks-prod.s3.amazonaws.com/img/Vishal-Roa2.jpg
India’s lockdown strategy: Dr. Vishal Rao,[Dr. Vishal Rao],http://www.inktalks.com/discover/1035/india-s-lockdown-strategy-dr-vishal-rao,https://inktalks-prod.s3.amazonaws.com/img/Vishal-Rao.jpg
What are our laws in the time of a pandemic? : K V Dhananjay,[K V Dhananjay],http://www.inktalks.com/discover/1034/what-are-our-laws-in-the-time-of-a-pandemic-k-v-dhananjay,https://inktalks-prod.s3.amazonaws.com/img/VK-1.jpg
Food industry in times of Covid: Pooja Dhingra,['Pooja Dhingra'],http://www.inktalks.com/discover/1033/Food%20industry%20in%20times%20of%20Covid%3A%20Pooja%20Dhingra,https://inktalks-prod.s3.amazonaws.com/img/Pooja.jpg
 Sabika Abbas Naqvi: Reclaiming public spaces through poetry,['Sabika Abbas Naqvi'],http://www.inktalks.com/discover/1031/sabika-abbas-naqvi-reclaiming-public-spaces-through-poetry,https://inktalks-prod.s3.amazonaws.com/img/Sabika.jpg
Inge De Lathauwer: Turning Tourism into a Force for Good,['Inge De Lathauwer'],http://www.inktalks.com/discover/1030/inge-de-lathauwer-turning-tourism-into-a-force-for-good,https://inktalks-prod.s3.amazonaws.com/img/Inge.jpg
Kaki: The Songstress of Thar,['Kaki -'],http://www.inktalks.com/discover/1029/kaki-the-songstress-of-thar,https://inktalks-prod.s3.amazonaws.com/img/kaki.jpg
Meeta Pandit: Taking classical music to the masses,['Meeta Pandit'],http://www.inktalks.com/discover/1028/meeta-pandit-taking-classical-music-to-the-masses,https://inktalks-prod.s3.amazonaws.com/img/meeta.jpg
PC Musthafa: From Getting One Meal a Day to Feeding Millions with Minimal Waste,['Musthafa PC'],http://www.inktalks.com/discover/1018/pc-musthafa-from-getting-one-meal-a-day-to-feeding-millions-with-minimal-waste,https://inktalks-prod.s3.amazonaws.com/img/PC-Ink.png
Prashant Gade: Doing more with less,['Prashant Gade '],http://www.inktalks.com/discover/1027/prashant-gade-doing-more-with-less,https://inktalks-prod.s3.amazonaws.com/img/prashant.jpg
Mahesh Bhupathi & Lara Dutta: What makes a superstar,['Mahesh Bhupathi'],http://www.inktalks.com/discover/1026/mahesh-bhupathi-lara-dutta-what-makes-superstars,https://inktalks-prod.s3.amazonaws.com/img/lara.png
"Samar Farooqui: Learning to trust oneself, through slacklining",['Samar Farooqui'],http://www.inktalks.com/discover/1025/samar-farooqui-learning-to-trust-oneself-through-slacklining,https://inktalks-prod.s3.amazonaws.com/img/Samir.png
Utkarsh Amitabh: The Power of Community,['Utkarsh Amitabh '],http://www.inktalks.com/discover/1024/utkarsh-amitabh-the-power-of-community,https://inktalks-prod.s3.amazonaws.com/img/Utkarsh.png
Anurag Hoon: Learning through music,['Anurag Hoon'],http://www.inktalks.com/discover/1023/anurag-hoon-learning-through-music,https://inktalks-prod.s3.amazonaws.com/img/Anurag.png
Farhana and Farzana Haque: Breaking new ground while staying rooted,['Farzana Haque'],http://www.inktalks.com/discover/1021/farhana-and-farzana-haque-breaking-new-ground-while-staying-rooted,https://inktalks-prod.s3.amazonaws.com/img/farhana.png
Farhana and Farzana Haque:: Breaking new ground while staying rooted,['Farhana Haque'],http://www.inktalks.com/discover/1022/farhana-and-farzana-haque-breaking-new-ground-while-staying-rooted-1,https://inktalks-prod.s3.amazonaws.com/img/farhana.png
Albert Lin: The chance of rebirth should be distributed evenly,['Albert  Lin'],http://www.inktalks.com/discover/1019/albert-lin-the-chance-of-rebirth-should-be-distributed-evenly,https://inktalks-prod.s3.amazonaws.com/img/Albert-INk.png
Shonali Bose : My Sky...,['SHONALI BOSE'],http://www.inktalks.com/discover/1017/shonali-bose-my-sky,https://inktalks-prod.s3.amazonaws.com/img/Shonali-Thumb.png
Alexander Bard: The End of Capitalism,['Alexander Bard'],http://www.inktalks.com/discover/1016/alexander-bard-the-end-of-capitalism,https://inktalks-prod.s3.amazonaws.com/img/Alexander_Bard-1.jpg
George Papandreou: What does it take to be a global leader?,['George A. Papandreou'],http://www.inktalks.com/discover/1015/george-papandreou-what-does-it-take-to-be-a-global-leader,https://inktalks-prod.s3.amazonaws.com/img/George_Papandreou-1.jpg
Tiffany Brar: Invoking Hope and Creating Opportunities for the Blind,['Tiffany Brar'],http://www.inktalks.com/discover/1014/tiffany-brar-invoking-hope-and-creating-opportunities-for-the-blind,https://inktalks-prod.s3.amazonaws.com/img/tiffany.png
Orin Hardy: The Ingenuity of Bamboo for Sustainability,['Orin Hardy '],http://www.inktalks.com/discover/1012/orin-hardy-the-ingenuity-of-bamboo-for-sustainability,https://inktalks-prod.s3.amazonaws.com/img/1-Ink.png
Becoming a Winner,['Ritu Soni Srivastava'],http://www.inktalks.com/discover/1011/becoming-a-winner,https://s3.amazonaws.com/VideoThumbnails/INK2018talks/Ritu+Soni+Srivastava.jpg
An Airbnb of home-dining experiences,['Munaf Kapadia'],http://www.inktalks.com/discover/1010/an-airbnb-of-home-dining-experiences,https://s3.amazonaws.com/VideoThumbnails/INK2018talks/Munaf+Kapadia.jpg
The youth must be part of the leadership,['Jess Teutonico'],http://www.inktalks.com/discover/1009/the-youth-must-be-part-of-the-leadership,https://s3.amazonaws.com/VideoThumbnails/INK2018talks/Jess+Teutonico.jpg
Making home-healthcare accessible and affordable,['Siddharth Nair'],http://www.inktalks.com/discover/1008/making-home-healthcare-accessible-and-affordable,https://s3.amazonaws.com/VideoThumbnails/INK2018talks/Siddharth+Nair.jpg
A world with knowledge and information set free,['Priya Kuber'],http://www.inktalks.com/discover/1007/a-world-with-knowledge-and-information-set-free,https://s3.amazonaws.com/VideoThumbnails/INK2018talks/Priya+Kuber.jpg
Providing early health intervention in resource-poor settings,['Nitin Sisodia'],http://www.inktalks.com/discover/1006/providing-early-health-intervention-in-resource-poor-settings,https://s3.amazonaws.com/VideoThumbnails/INK2018talks/Nitin+Sisodia.jpg
Poetry in Images,['Bina Sarkar'],http://www.inktalks.com/discover/1005/poetry-in-images,https://s3.amazonaws.com/VideoThumbnails/INK2018talks/Bina+Sarkar+Ellias.jpg
Technology to turn Tragedies into Triumph,['Ramesh Rao'],http://www.inktalks.com/discover/1004/technology-to-turn-tragedies-into-triumph,https://s3.amazonaws.com/VideoThumbnails/INK2018talks/Ramesh+Rao.jpg
Unraveling the Microscopic World of DNA,['Anjana. Badrinarayanan'],http://www.inktalks.com/discover/1003/unraveling-the-microscopic-world-of-dna,https://s3.amazonaws.com/VideoThumbnails/INK2018talks/Anjana+Badrinarayanan.jpg
Hope for Clean Water,['Charlene Ren'],http://www.inktalks.com/discover/1002/hope-for-clean-water,https://s3.amazonaws.com/VideoThumbnails/INK2018talks/Charlene+Ren.jpg
Balancing Polarities,['Vaibhav Lodha'],http://www.inktalks.com/discover/1001/balancing-polarities,https://s3.amazonaws.com/VideoThumbnails/INK2018talks/Vaibhav+Lodha.jpg
Using Blockchain Technology to create a Free Economy,['Shikha Mehra'],http://www.inktalks.com/discover/1000/using-blockchain-technology-to-create-a-free-economy,https://s3.amazonaws.com/VideoThumbnails/INK2018talks/SHIKHA+MEHRA.jpg
What makes games fun?,['Zain Memon'],http://www.inktalks.com/discover/999/what-makes-games-fun,https://s3.amazonaws.com/VideoThumbnails/INK2018talks/Zain+Memon.jpg
Building India into a Product Nation,['Girish Mathrubootham'],http://www.inktalks.com/discover/998/building-india-into-a-product-nation-1,https://s3.amazonaws.com/VideoThumbnails/Girish+Mathrubootham.jpg
‘Settling down’ is an epidemic,['Vivek Bhargava '],http://www.inktalks.com/discover/996/settling-down-is-an-epidemic,https://s3.amazonaws.com/VideoThumbnails/Vivek+Bhargava.jpg
What Makes Us Human?,['Nirman Dave'],http://www.inktalks.com/discover/995/what-makes-us-human,https://s3.amazonaws.com/VideoThumbnails/Nirman+Dave.jpg
Cultivating India’s Art Heritage,['Aparajita Jain'],http://www.inktalks.com/discover/994/cultivating-india-s-art-heritage,https://s3.amazonaws.com/VideoThumbnails/Aparajita+Jain.jpg
From ideas to iTunes,['Navneeth Sundar'],http://www.inktalks.com/discover/993/from-ideas-to-itunes,https://s3.amazonaws.com/VideoThumbnails/Navneeth+Sundar.jpg
The Need for Cyber Resilience,['Jonathan Reiber'],http://www.inktalks.com/discover/992/the-need-for-cyber-resilience,https://s3.amazonaws.com/VideoThumbnails/Jonathan+Reiber.jpg
Giving the LGBTQ community their due,['Anjali Gopalan'],http://www.inktalks.com/discover/991/giving-the-lgbtq-community-their-due,https://s3.amazonaws.com/VideoThumbnails/Anjali+Gopalan.jpg
Sister Jesme: Find the Power Within You,['Dr Sr Jesme '],http://www.inktalks.com/discover/990/sister-jesme-find-the-power-within-you,https://s3.amazonaws.com/VideoThumbnails/Sister+Jesme.jpg
Hanif Kureshi: Reclaiming the streets to create art for all,['Hanif Kureshi'],http://www.inktalks.com/discover/989/hanif-kureshi-reclaiming-the-streets-to-create-art-for-all,https://s3.amazonaws.com/VideoThumbnails/Hanif+Kureshi.jpg
Haleem Khan: Breaking Barriers,['Haleem Khan'],http://www.inktalks.com/discover/988/haleem-khan-breaking-barriers,https://s3.amazonaws.com/VideoThumbnails/Haleem+Khan+(1).jpg
Ankit Agarwal: Be the change you want to see,['Ankit Agarwal'],http://www.inktalks.com/discover/987/ankit-agarwal-be-the-change-you-want-to-see,https://s3.amazonaws.com/VideoThumbnails/Ankit+Agarwal.jpg
Yang Shih Hao: The Cyr-wheel Wonder,['Yang Shih-Hao'],http://www.inktalks.com/discover/986/yang-shih-hao-the-cyr-wheel-wonder,https://s3.amazonaws.com/VideoThumbnails/Yang+Shih+Hao.jpg
Gary Bencheghib: Be Bold in Fighting What You Believe In,['Gary Bencheghib'],http://www.inktalks.com/discover/985/gary-bencheghib-be-bold-in-fighting-what-you-believe-in,https://s3.amazonaws.com/VideoThumbnails/Gary+Bencheghib.jpg
Devdutt Pattanaik: What Makes us Valuable?,['Devdutt Pattanaik'],http://www.inktalks.com/discover/984/devdutt-pattanaik-what-makes-us-valuable,https://s3.amazonaws.com/VideoThumbnails/Devdutt+Pattanaik.jpg
Stefania Magidson: Blueprint for Social Entrepreneurship,['Stefania Magidson'],http://www.inktalks.com/discover/983/stefania-magidson-blueprint-for-social-entrepreneurship,https://s3.amazonaws.com/VideoThumbnails/Stefania+Magidson.jpg
Creating a world of empathy,['Wendy Calhoun'],http://www.inktalks.com/discover/982/creating-a-world-of-empathy,https://s3.amazonaws.com/VideoThumbnails/Wendy+Calhoun.jpg
Imagining the Future of Technology,['Bharat Kaul'],http://www.inktalks.com/discover/981/imagining-the-future-of-technology,https://s3.amazonaws.com/VideoThumbnails/Bharat+Kaul.jpg
Technology for Good is the way ahead,['Sanjay Podder'],http://www.inktalks.com/discover/980/technology-for-good-is-the-way-ahead,https://s3.amazonaws.com/VideoThumbnails/Sanjay+Podder.jpg
Technology to disrupt the world,['Tony Fadell'],http://www.inktalks.com/discover/979/technology-to-disrupt-the-world,https://s3.amazonaws.com/VideoThumbnails/Tony+Fadell.jpg
Cultivate a Life of Wellbeing,['Sunny Singh'],http://www.inktalks.com/discover/978/cultivate-a-life-of-wellbeing,https://s3.amazonaws.com/VideoThumbnails/Sunny+Singh.jpg
Inaugural Address at INK Conference 2018,[Shri M Venkaiah Naidu],http://www.inktalks.com/discover/977/inaugural-address-at-ink-conference-2018,https://s3.amazonaws.com/VideoThumbnails/853X480+Shri+M+Venkaiah+Naidu.jpg
Fighting one’s Privilege,['Zuni Chopra'],http://www.inktalks.com/discover/976/fighting-one-s-privilege,https://s3.amazonaws.com/VideoThumbnails/853X480+Zuni+Chopra.jpg
Shoes in a Sari,['Usha Uthup'],http://www.inktalks.com/discover/975/shoes-in-a-sari,https://s3.amazonaws.com/VideoThumbnails/853X480+Usha+Uthup.jpg
Lakshmi Pratury Reimagining Innovation UNYCC 2018,['Lakshmi Pratury'],http://www.inktalks.com/discover/974/lakshmi-pratury-reimagining-innovation-unycc-2018-1,https://s3.amazonaws.com/VideoThumbnails/Lakshmi+Pratury.jpg
 Dr. Romesh Wadhwani shares his Entrepreneurial journey,['Lakshmi Pratury'],http://www.inktalks.com/discover/959/dr-romesh-wadhwani-shares-his-entrepreneurial-journey-1,https://s3.amazonaws.com/VideoThumbnails/Dr.+Romesh+Wadhwani.jpeg
 Spark a love for learning,['Shravya  Reddy'],http://www.inktalks.com/discover/972/spark-a-love-for-learning,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Shravya+Reddy.jpg
Stories of courage in circumstance,['Ankit  Durga'],http://www.inktalks.com/discover/971/stories-of-courage-in-circumstance,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Ankit+Durga.jpg
Humans and AI to save the world,['Dr. Kalyan Veeramachaneni'],http://www.inktalks.com/discover/970/humans-and-ai-to-save-the-world,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Kalyan+Veeramachaneni.jpg
Use your time like a miser,['Advait  Gupt'],http://www.inktalks.com/discover/969/use-your-time-like-a-miser,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Advait+Gupt.jpg
How about coffee with an inanimate companion,['Susan Lim'],http://www.inktalks.com/discover/968/how-about-coffee-with-an-inanimate-companion,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Susan+Lim.jpg
Using Virtual Reality for mindfulness,['Judith  Amores Fernandez'],http://www.inktalks.com/discover/966/using-virtual-reality-for-mindfulness,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Judith+Amores.jpg
Going beyond Boundaries,['A.N  Venugopal'],http://www.inktalks.com/discover/965/going-beyond-boundaries,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/A+N+Venugopal.jpg
Storytelling through Virtual Reality,['Travis  Wu'],http://www.inktalks.com/discover/964/storytelling-through-virtual-reality,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Travis+Wu.jpg
See the wonder in the familiar,['Dia Mehhta Bhupal'],http://www.inktalks.com/discover/963/see-the-wonder-in-the-familiar,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Dia+Mehhta.jpg
Making India a sports champion,['Vita Dani'],http://www.inktalks.com/discover/962/making-india-a-sports-champion,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Vita+Dani.jpg
There will be no robot apocalypse,['Andra Keay'],http://www.inktalks.com/discover/961/there-will-be-no-robot-apocalypse,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Andra+Keay.jpg
 The Art of Being an Idiot,['Gary  Mao'],http://www.inktalks.com/discover/960/gary-mao-the-art-of-being-an-idiot,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/GaryMao.jpg
Ride the change train,['R. Madhavan'],http://www.inktalks.com/discover/957/R-Madhavan-ride-the-change-train,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Madhavan.jpg
The VC Roast by T-Hub,['Jay Krishnan'],http://www.inktalks.com/discover/956/The-vc-roast-by-t-hub,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/V+C+Roast.jpg
Innovating in agri-business,['Devi  Murthy'],http://www.inktalks.com/discover/954/Devi-Murthy-innovating-in-agri-business,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Devi_Murthy.jpg
India's own vernacular social network,['Farid Ahsan'],http://www.inktalks.com/discover/953/Farid-Ahsan-india-s-own-vernacular-social-network,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Farid_Ahsan.jpg
Push past the skepticism,['Jai Natarajan'],http://www.inktalks.com/discover/952/Jai-Natarajan-push-past-the-skepticism,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Jai_Natarajan.jpg
Going beyond diagnosis and treatment,"['Dr. P. Raghu Ram', 'Raghu Gullapalli', 'Dr. Ananda Shankar Jayant']",http://www.inktalks.com/discover/951/Raghu-Ram-Ananda-Raghu-Gullapalli-going-beyond-diagnosis-and-treatment,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Raghu%2C+Raghu%2C+Ananda.jpg
Health is a by-product of enlightenment,['Dr. Suhas G.Kshirsagar'],http://www.inktalks.com/discover/950/Suhas-Kshirsagar-health-is-a-by-product-of-enlightenment,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Suhas+Kshirsagar.png
Science is a quest to understand,['Prerna  Sharma'],http://www.inktalks.com/discover/949/Prerna-Sharma-science-is-a-quest-to-understand,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Prerna+Sharma.jpg
The next generation water transport,['Sandith  Thandasherry'],http://www.inktalks.com/discover/948/Sandith-Thandasherry-the-next-generation-water-transport,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Sandith+Thandasherry.jpg
The Violin Maestro,['Aneesh Vidyashankar'],http://www.inktalks.com/discover/947/Aneesh-Vidyashankar-the-violin-maestro,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Aneesh+Vidyashanker.jpg
How to achieve financial inclusiveness,['Prabhat Labh'],http://www.inktalks.com/discover/946/Prabhat-Labh-how-to-achieve-financial-inclusiveness,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Prabhat+Labh.jpg
Journeys to passion,"['Pooja Dhingra', 'Yash Dongre', 'Somdev  Devvarman']",http://www.inktalks.com/discover/945/Somdev-Pooja-Yash-journeys-to-passion,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Somdev%2C+Pooja+and+Yash.jpg
The digital transformation era,"['Vanitha Narayanan', 'Vikram Kailas']",http://www.inktalks.com/discover/944/Vikram-Kailas-Vanitha-Narayanan-the-digital-transformation-era,https://s3.amazonaws.com/VideoThumbnails/Road-To-GES/Vanitha+Vikram+Panel.jpg
