Title,Speakers,Talk URL,Talk Thumbnail URL
Folk music revised,"['Gokul Chandra Das', 'Shantanu Moitra']",http://www.inktalks.com/discover/715/shantanu-moitra-gokul-das-folk-music-revised,https://s3.amazonaws.com/VideoThumbnails/INK2011talks/Gokul_Das_Shantanu_Moitra_Session_08_1_INK2011.jpg
The Snapdeal way,['Kunal Bahl'],http://www.inktalks.com/discover/714/kunal-bahl-the-snapdeal-way,https://s3.amazonaws.com/VideoThumbnails/INK2014talks/INK2014_Kunal_Bahl.jpg
Innovating for the Kumbh Mela ,"['KUMBHA Team', 'Ramesh Raskar']",http://www.inktalks.com/discover/713/ramesh-raskar-innovating-for-the-kumbh-mela,https://s3.amazonaws.com/VideoThumbnails/INK2014talks/INK2014_Ramesh_Raskar.jpg
On top of the world,['Arunima Sinha'],http://www.inktalks.com/discover/711/arunima-sinha-on-top-of-the-world,https://s3.amazonaws.com/VideoThumbnails/INK2014talks/INK2014_Arunima_Sinha.jpg
Why India shouldn’t be succeeding but is ,['Vivek Wadhwa'],http://www.inktalks.com/discover/712/vivek-wadhwa-why-india-shouldnt-be-succeeding-but-is,https://s3.amazonaws.com/VideoThumbnails/INK2014talks/INK2014_Vivek_Wadhwa.jpg
The WhatsApp story,['Neeraj Arora'],http://www.inktalks.com/discover/707/neeraj-arora-the-whatsapp-story,https://s3.amazonaws.com/VideoThumbnails/INK2014talks/INK2014_Neeraj_Arora.jpg
Making of the Kochi-Muziris Biennale,['Shwetal Patel'],http://www.inktalks.com/discover/704/shwetal-patel-making-of-the-kochi-muziris-biennale,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Shwetal_Patel_S3_T3_853X480(2).jpg
A brainwave headset that helps you meditate,['Rohan Dixit'],http://www.inktalks.com/discover/702/rohan-dixit-a-brainwave-headset-that-helps-you-meditate,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Rohan_Dixit_S4_T6_853X480.jpg
Our brains on electronic music,['Satya Hinduja'],http://www.inktalks.com/discover/701/satya-hinduja-our-brains-on-electronic-music,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Satya_Hinduja_S8_T6_853X480.jpg
Growing up to be innovative,['John Werner'],http://www.inktalks.com/discover/700/john-werner-growing-up-to-be-innovative,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_John_Werner_S7_T1_853X480.jpg
How music works on us,"['Prakriti Dutta', 'Darren Abrahams', 'Nigel  Osborne']",http://www.inktalks.com/discover/699/nigel-osborne-darren-abrahams-prakriti-dutta-how-music-works-on-us,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Nigel_Osborne_S9_T5_853X480.jpg
India's cup of tea,['Snigdha Manchanda'],http://www.inktalks.com/discover/698/snigdha-manchanda-india-s-cup-of-tea,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Snigdha_Manchanda_S8_T1_853X480.jpg
Beauty vs. utility,['Stefan Sagmeister'],http://www.inktalks.com/discover/697/stefan-sagmeister-beauty-vs-utility,https://s3.amazonaws.com/VideoThumbnails/INK2012talks/Stefan_Sagmeister_INK2012_S5T6_853x480.jpg
On romanticizing the past,['Nikesh  Arora'],http://www.inktalks.com/discover/696/nikesh-arora-on-romanticizing-the-past,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Nikesh_Arora_S5_T1_853X480.jpg
Why I make films,['Anand Gandhi'],http://www.inktalks.com/discover/695/anand-gandhi-why-i-make-films,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Anand_Gandhi_S4_T8_853X480.jpg
You Have More Friends Than You Know,['Jeff Marx'],http://www.inktalks.com/discover/694/jeff-marx-you-have-more-friends-than-you-know,https://s3.amazonaws.com/VideoThumbnails/INK2012talks/INK2012_Jeff_Marx_S4_T7_853X480.jpg
"To innovate, dissolve disciplinary boundaries",['Elishai Ezra'],http://www.inktalks.com/discover/693/elishai-ezra-to-innovate-dissolve-disciplinary-boundaries,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Elishai_Ezra_S9_T4_853X480.jpg
 Tu Na Jaane,['Shankar Tucker'],http://www.inktalks.com/discover/692/shankar-tucker-mugdha-hasabnis-puneet-gabriel-tu-na-jaane,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Shankar_Tucker_Tu_Na_Jaane_853X480.jpg
Urban renewal of Mumbai and China,['Neville Mars'],http://www.inktalks.com/discover/691/neville-mars-urban-renewal-of-mumbai-and-china,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Neville_Mars_S6_T3_853X480.jpg
An SMS can set you free,['Anu Sridharan'],http://www.inktalks.com/discover/690/anu-sridharan-an-sms-can-set-you-free,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Anu_Sridharan_S7_T3_853X480.jpg
Parallel worlds and the Eames legacy,['Eames Demetrios'],http://www.inktalks.com/discover/689/eames-demetrios-parallel-worlds-and-the-eames-legacy,https://s3.amazonaws.com/VideoThumbnails/INK2012talks/INK2012_Eames_Demetrios_S5T3_853X480.jpg
The Samsara experience,['Mark  Magidson'],http://www.inktalks.com/discover/688/mark-magidson-the-samsara-experience,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Mark_Magidson_S6_T5_853X480.jpg
From animating Call of Duty to realizing my duty,['Sunil Thankamushy'],http://www.inktalks.com/discover/687/sunil-thankamushy-from-animating-call-of-duty-to-realizing-my-duty,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Sunil_Thankamushy_S5_T3_853X480.jpg
Behind Obama's presidential campaigns,['Roger  Fisk'],http://www.inktalks.com/discover/686/roger-fisk-behind-obama-s-presidential-campaigns,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Roger_Fisk_S6_T2_853X480.jpg
Living with the dead in Tana Toraja,['Kelli Swazey'],http://www.inktalks.com/discover/685/kelli-swazey-living-with-the-dead-in-tana-toraja,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Kelli_Swazey_S4_T7_853X480.jpg
When cities create music,['Tod Machover'],http://www.inktalks.com/discover/684/tod-machover-when-cities-create-music,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Tod_Machover_S7_T2_853X480.jpg
Blue Throat Shiva,['Asima Ensemble'],http://www.inktalks.com/discover/683/asima-blue-throat-shiva,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Asima_Blue_Throat_Shiva_S3_T9_853X480.jpg
Tamil meets Assamese,"['Joi Barua', 'Shruti Haasan']",http://www.inktalks.com/discover/682/shruti-haasan-and-joi-barua-tamil-meets-assamese,https://s3.amazonaws.com/VideoThumbnails/INK2012talks/Shruti_Haasan_Joi_Barua_INK2012_S5T5_853x480.jpg
"At 19, I think I can change the world",['Param Jaggi'],http://www.inktalks.com/discover/681/param-jaggi-at-19-i-think-i-can-change-the-world,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Param_Jaggi_S2_T4_853X480.jpg
Innovating for a bright green future,['Luke Iseman'],http://www.inktalks.com/discover/679/luke-iseman-innovating-for-a-bright-green-future,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Luke_Iseman_S8_T4_853X480.jpg
Ideas all around us,['Alicia Souza'],http://www.inktalks.com/discover/678/alicia-souza-ideas-all-around-us,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Alicia_Souza_S5_T2_853X480.jpg
I am a cannabis farmer,['Sanvar Oberoi'],http://www.inktalks.com/discover/677/sanvar-oberoi-i-am-a-cannabis-farmer,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Sanvar_Oberoi_S3_T1_853X480.jpg
Udd Jayega Hans Akela,['Asima Ensemble'],http://www.inktalks.com/discover/676/asima-udd-jayega-hans-akela,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Asima_Udd_Ja_Hans_Akela_S3_T9_853X480.jpg
A solar-powered solution for the hearing impaired,['Tendekayi Katsiga'],http://www.inktalks.com/discover/675/tendekayi-katsiga-a-solar-powered-solution-for-the-hearing-impaired,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Tendekayi_Katsiga_S9_T2_853X480.jpg
Now re-focus images (after taking the picture!),['Kshitij Marwah'],http://www.inktalks.com/discover/674/kshitij-marwah-now-re-focus-images-after-taking-the-picture,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Kshitij_Marwah_S6_853X480.jpg
What I choose to illustrate and why,['Maira Kalman'],http://www.inktalks.com/discover/672/maira-kalman-what-i-choose-to-illustrate-and-why,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Maira_Kalman_S2_T5_853X480.jpg
Designing for 9 billion people,['Amar Hanspal'],http://www.inktalks.com/discover/673/amar-hanspal-designing-for-9-billion-people,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Amar_Hanspal_S2_T3_853X480.jpg
I want to be disruptive,['Abhay Deol'],http://www.inktalks.com/discover/671/abhay-deol-i-want-to-be-disruptive,https://s3.amazonaws.com/VideoThumbnails/Interviews/2014_INK_Salon_Abhay_Deol_853X480.jpg
The ultimate Malayali dance-mix,['Asima Ensemble'],http://www.inktalks.com/discover/670/asima-the-ultimate-malayali-dance-mix,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Asima_Malayali_Dancemix_S3_T9_893X480.jpg
How I lived on 32 Rupees a day,['Tushar Vashisht'],http://www.inktalks.com/discover/669/tushar-vashisht-how-i-lived-on-32-rupees-a-day,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Tushar_Vashisht_S8_T2_853X480.jpg
A fate worse than death,['Sandeep  Divekar'],http://www.inktalks.com/discover/668/sandeep-divekar-a-fate-worse-than-death,https://s3.amazonaws.com/VideoThumbnails/INK2012talks/Sandeep_Divekar_INK2012_S3T4_853x480.jpg
The hackerspace revolution,['Bilal Ghalib'],http://www.inktalks.com/discover/667/bilal-ghalib-the-hackerspace-revolution,https://s3.amazonaws.com/VideoThumbnails/INK2012talks/Bilal_Ghalib_INK2012_S8T5_583x480.jpg
From Carnatic to Hindustani,['Vandana  Srinivasan'],http://www.inktalks.com/discover/666/vandana-srinivasan-from-carnatic-to-hindustani,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Vandana_Srinivasan_S2_T6_853X480.jpg
Let's re-wild India,['Krithi K. Karanth'],http://www.inktalks.com/discover/665/krithi-karanth-let-s-re-wild-india,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Krithi_Karanth_S2_T2_853X480.jpg
Sound of the Hindustani clarinet,['Shankar Tucker'],http://www.inktalks.com/discover/664/shankar-tucker-sound-of-the-hindustani-clarinet,https://s3.amazonaws.com/VideoThumbnails/INK2012talks/Shankar_Tucker_INK2012_S3T6_853x480.jpg
I am a proud and powerful lesbian,['Robin Chaurasiya'],http://www.inktalks.com/discover/663/robin-chaurasiya-i-am-a-proud-and-powerful-lesbian,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Robin_Chaurasiya_S4_T1_853X480.jpg
What we look for when we have everything,['William Pennell Rock'],http://www.inktalks.com/discover/662/william-pennell-rock-what-we-look-for-when-we-have-everything,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_William_Pennell_Rock_S4_T2_853X480.jpg
Praxis and poetry,['Arun Kumar'],http://www.inktalks.com/discover/661/arun-kumar-praxis-and-poetry,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Arun_Kumar_S8_T4_853X480.jpg
No child should grow up behind prison walls,['Pushpa Basnet'],http://www.inktalks.com/discover/660/pushpa-basnet-no-child-should-grow-up-behind-prison-walls,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Pushpa_Basnet_S1_T3_853X480.jpg
Snapshots of war and the water crisis,['Balazs Gardi'],http://www.inktalks.com/discover/659/balazs-gardi-snapshots-of-war-and-the-water-crisis,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Balazs_Gardi_S5_T7_853X480.jpg
From failing in engineering to co-founding a million-dollar company,['Varun Agarwal'],http://www.inktalks.com/discover/656/varun-agarwal-from-failing-in-engineering-to-co-founding-a-million-dollar-company,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Varun_Agarwal_S9_T6_853X480.jpg
The power of experimentation,['Scott Cook'],http://www.inktalks.com/discover/658/scott-cook-the-power-of-experimentation,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Scott_Cook_S5_T4_853X480.jpg
On pointless creativity,['Jason Wishnow'],http://www.inktalks.com/discover/647/jason-wishnow-on-pointless-creativity,https://s3.amazonaws.com/VideoThumbnails/INK2012talks/Jason_Wishnow_INK2012_S3T2_853x480.jpg
Mapping biodiversity using DNA,['Uma Ramakrishnan'],http://www.inktalks.com/discover/646/uma-ramakrishnan-mapping-biodiversity-using-dna,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/Uma_Ramakrishnan_INK2013_S1_T6_853X480.jpg
Is college really necessary?,['Dale J. Stephens'],http://www.inktalks.com/discover/644/dale-stephens-is-college-really-necessary,https://s3.amazonaws.com/VideoThumbnails/INK2012talks/Dale_Stephens_INK2012_S2T6_853x480.png
The call of the Bauls,['Oikyotaan'],http://www.inktalks.com/discover/643/oikyotaan-the-call-of-the-bauls,https://s3.amazonaws.com/VideoThumbnails/INK2012talks/Oikyotaan_INK2012_S1T8_853x480.jpg
Comic books can be an academic resource,['Nancy Silberkleit'],http://www.inktalks.com/discover/642/nancy-silberkleit-comic-books-can-be-an-academic-resource,https://s3.amazonaws.com/VideoThumbnails/INK2012talks/Nancy_Silberkleit_INK2012_S2T5_853x480.jpg
Oneness with sound,"['Shyamrao  Kulkarni', 'Usha Arunachalam']",http://www.inktalks.com/discover/641/usha-arunachalam-and-pt-shyamrao-kulkarni-oneness-with-sound,https://s3.amazonaws.com/VideoThumbnails/INK2012talks/INK2012_Usha_Arunachalam_Shyamrao_Kulkarni_S7_T1_853X480.jpg
Looking deep into the ocean,['David Gallo'],http://www.inktalks.com/discover/637/david-gallo-looking-deep-into-the-ocean,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_David_Gallo_S1_T2_853X480.jpg
Investigating disasters,['Christopher Kirchhoff'],http://www.inktalks.com/discover/636/christopher-kirchhoff-investigating-disasters,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Christopher_Kirchhoff_S9_T1.jpg
Looking for life on Mars,['Dr. Jakob van Zyl'],http://www.inktalks.com/discover/634/jakob-van-zyl-looking-for-life-on-mars,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Jacob_Van_Zyl_S9_T7.jpg
"Intelligent shoes, smart rulers, and ink from pollution",['Anirudh Sharma'],http://www.inktalks.com/discover/632/anirudh-sharma-intelligent-shoes-smart-rulers-and-ink-from-pollution,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Anirudh_Sharma_S4_T5.jpg
Blindness is not darkness,['Sabriye Tenberken'],http://www.inktalks.com/discover/631/sabriye-tenberken-blindness-is-not-darkness,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Sabriye_Tenberken_S3_T7.jpg
Breaking the language barrier,['Sunil Khandbahale'],http://www.inktalks.com/discover/630/sunil-khandbahale-breaking-the-language-barrier,https://s3.amazonaws.com/VideoThumbnails/INK2013talks/INK2013_Sunil_Khandbhale_S1_T4_853X480.jpg
Hubli police department goes online,['Next Billion Online'],http://www.inktalks.com/discover/629/next-billion-online-project-hubli-police-department,https://s3.amazonaws.com/VideoThumbnails/Nextbilliononline/NBO_police_department_853X480.jpg
Hubli K-12 teachers go online ,['Next Billion Online'],http://www.inktalks.com/discover/628/next-billion-online-project-hubli-k-12-teachers,https://s3.amazonaws.com/VideoThumbnails/Nextbilliononline/NBO_Teachers_session_853X480.jpg
Carbon nanotubes from carbon emissions ,['Dr.Vivek Sahadevan Nair'],http://www.inktalks.com/discover/625/vivek-nair-carbon-nanotubes-from-carbon-emissions,https://s3.amazonaws.com/VideoThumbnails/INK2012talks/Vivek_Nair_INK2012_S6T4_853x480.jpg
"Ragas, moods, and emotions",['HK Venkatram'],http://www.inktalks.com/discover/624/h-k-venkatram-ragas-moods-and-emotions,https://s3.amazonaws.com/VideoThumbnails/INK2012talks/HK_Venkatram_INK2012_S4T5_853x480.jpg
Streetside sustainability,['Harish Hande'],http://www.inktalks.com/discover/623/harish-hande-streetside-sustainability,https://s3.amazonaws.com/VideoThumbnails/INK2012talks/Harish_Hande_INK2012_S1T3_853x480.jpg
6 formulas to help you innovate,['Ramesh Raskar'],http://www.inktalks.com/discover/622/ramesh-raskar-6-formulas-to-help-you-innovate,https://s3.amazonaws.com/VideoThumbnails/INK2012talks/Ramesh_Raskar_INK2012_S7T5_853x480.jpg
A crash course on the meaning of life,['Derek Sivers'],http://www.inktalks.com/discover/621/derek-sivers-a-crash-course-on-the-meaning-of-life,https://s3.amazonaws.com/VideoThumbnails/INK2012talks/Derek_Sivers_INK2012_S6T1_853x480.jpg
How I became the 'Fake IPL Player',['Anupam Mukerji'],http://www.inktalks.com/discover/610/anupam-mukerji-how-i-became-the-fake-ipl-player,https://s3-ap-southeast-1.amazonaws.com/mp4bucketinktalks/2011_INK_CONFERENCE/2011_INK_SPEAKERS_PICTURES/Anupam_Mukerji_Session_08_5_INK2011.jpg
John-Henry Harris: Play hard to work better,['John-Henry Harris'],http://www.inktalks.com/discover/22/play-hard-to-work-better,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/John_Henry_Harris_INK2010.jpg
Adora Svitak: Parent trap,['Adora Svitak'],http://www.inktalks.com/discover/4/parent-trap,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Adora_Svitak_INK2010.jpg
George Mathew: Rhythm that resonates,['George Mathew'],http://www.inktalks.com/discover/35/rhythm-that-resonates,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/George_Mathew_INK2010_Small.jpg
Joi Barua: Music will cut through,['Joi Barua'],http://www.inktalks.com/discover/36/music-will-cut-through,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Joi_Barua_INK2010_Small.jpg
Ramachandra Budihal: Digitizing history,['Ramachandra Budihal'],http://www.inktalks.com/discover/17/digitizing-history,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Ramachandra_Budihal_INK2010.jpg
Adrianna Svitak: Dancing fingers,['Adrianna Svitak'],http://www.inktalks.com/discover/18/dancing-fingers,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Adrianna_Svitak_INK2010.jpg
"Marc Koska: Small idea, big step",['Marc Koska'],http://www.inktalks.com/discover/20/small-idea-big-step,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Marc_Koska_INK2010.jpg
The Raghu Dixit Project: Everyman's song,['Raghu  Dixit'],http://www.inktalks.com/discover/30/everyman-s-song,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Raghu_Dixit_INK2010.jpg
Alexander Tsiaras: Conception to birth -- visualized,['Alexander Tsiaras'],http://www.inktalks.com/discover/10/conception-to-birth-visualized,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Alexander_Tsiaras_INK2010_Conception.jpg
Arvind Gupta: Toys from trash for learning,['Arvind Gupta'],http://www.inktalks.com/discover/13/toys-from-trash-for-learning,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Arvind_Gupta_INK2010.jpg
Rick Smolan: The shot that changed lives,['Rick Smolan'],http://www.inktalks.com/discover/6/the-shot-that-changed-lives,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Rick_Smolan_INK2010.jpg
Shamim Sarif: Why art matters,['Shamim Sarif'],http://www.inktalks.com/discover/8/why-art-matters,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Shamim_Sarif_INK2010.jpg
C Mallesham: Mother of all innovations,['C Mallesham'],http://www.inktalks.com/discover/5/mother-of-all-innovations,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/C_Mallesham_INK2010.jpg
Gayatri Ganjawala: When East and West meet,['Gayatri Ganjawalla'],http://www.inktalks.com/discover/21/when-east-and-west-meet,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Gayatri_Ganjawala_INK2010.jpg
Joi Ito: How to manage abundance,[Joi Ito],http://www.inktalks.com/discover/24/how-to-manage-abundance,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Joi_Ito_INK2010.jpg
Deepti Naval: Those 23 days,['Deepti Naval'],http://www.inktalks.com/discover/26/those-23-days,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Deepti_Naval_INK2010.jpg
Sophie Morgan: Perfect people,['Sophie Morgan'],http://www.inktalks.com/discover/12/perfect-people,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Sophie_Morgan_INK2010.jpg
Raghava KK: How to burst your mind bubbles,['Raghava KK'],http://www.inktalks.com/discover/33/how-to-burst-your-mind-bubbles-1,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Raghava_KK_INK2010_Small.jpg
Mussaret Zaidi: Food need not be pathogen free to be safe,['Mussaret Zaidi'],http://www.inktalks.com/discover/32/food-need-not-be-pathogen-free-to-be-safe,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Mussaret_Zaidi_INK2010_Small.jpg
Nam Do: A headset that reads your mind,['Nam Do'],http://www.inktalks.com/discover/31/a-headset-that-reads-your-mind-1,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Nam_Do_INK2010_Small.jpg
Alexander Tsiaras: Images that move,['Alexander Tsiaras'],http://www.inktalks.com/discover/25/images-that-move,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Alexander_Tsiaras_INK2010_Images.jpg
Kevin Kelly: The seventh kingdom of life,['Kevin Kelly'],http://www.inktalks.com/discover/23/the-seventh-kingdom-of-life,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Kevin_Kelly_INK2010_432_243.jpg
Babar Ali: Thirst for knowledge,['Babar Ali'],http://www.inktalks.com/discover/19/thirst-for-knowledge,https://s3.amazonaws.com/VideoThumbnails/INK2010talks/Babar_Ali_INK2010.jpg
